departure_city,destination_city,departure_airport,arrival_airport,destination_country_code,price,duration_minutes,flights_per_day,flights_per_week,first_flight,last_flight
Lyon,Rhodes,LYS,RHO,GR,100,195,0-2 flights,2,4/8/2018,9/15/2026
Birmingham,Rhodes,BHX,RHO,GR,100,250,0-2 flights,4,5/3/2018,4/5/2027
Belgrade,Rhodes,BEG,RHO,GR,100,110,0-1 flights,3,6/3/2022,9/14/2026
Stuttgart,Rhodes,STR,RHO,GR,100,185,0-1 flights,1,3/29/2018,11/6/2026
Geneva,Rhodes,GVA,RHO,GR,100,195,0-2 flights,5,7/5/2020,8/30/2026
Mulhouse,Rhodes,BSL,RHO,GR,100,190,0-1 flights,2,4/28/2018,8/16/2026
Timisoara,Rhodes,TSR,RHO,GR,100,120,0-1 flights,1,6/7/2025,1/15/2026
Hamburg,Rhodes,HAM,RHO,GR,110,205,0-2 flights,6,3/29/2018,11/2/2026
Leipzig,Rhodes,LEJ,RHO,GR,110,185,0-1 flights,4,3/29/2018,9/15/2026
Heraklion,Rhodes,HER,RHO,GR,110,60,2 flights,14,5/2/2018,10/15/2026
Tirana,Rhodes,TIA,RHO,GR,110,90,0-1 flights,1,6/8/2022,9/27/2026
Nuernberg,Rhodes,NUE,RHO,GR,110,180,0-1 flights,1,5/1/2018,10/15/2026
Copenhagen,Rhodes,CPH,RHO,GR,120,215,0-1 flights,1,4/27/2018,4/9/2027
Cologne,Rhodes,CGN,RHO,GR,120,205,1-2 flights,9,3/31/2018,10/15/2026
Frankfurt,Rhodes,FRA,RHO,GR,120,185,2-3 flights,16,3/29/2018,11/6/2026
Hannover,Rhodes,HAJ,RHO,GR,120,200,0-1 flights,2,3/29/2018,11/4/2026
Milano,Rhodes,MXP,RHO,GR,120,175,0-1 flights,1,5/5/2018,8/30/2026
Zurich,Rhodes,ZRH,RHO,GR,130,180,0-1 flights,2,4/21/2018,10/15/2026
Kaunas,Rhodes,KUN,RHO,GR,130,195,0-1 flights,2,3/31/2018,4/15/2026
Oslo,Rhodes,OSL,RHO,GR,130,240,0-1 flights,1,6/18/2018,9/15/2026
Paris,Rhodes,ORY,RHO,GR,140,220,0-1 flights,3,6/26/2018,10/15/2026
Helsinki,Rhodes,HEL,RHO,GR,140,230,2-3 flights,15,4/15/2018,4/9/2027
Salzburg,Rhodes,SZG,RHO,GR,140,155,0-1 flights,1,5/3/2018,10/15/2026
Graz,Rhodes,GRZ,RHO,GR,160,150,0-1 flights,1,5/18/2023,9/15/2026
Lille,Rhodes,LIL,RHO,GR,160,215,0-1 flights,1,5/6/2018,10/15/2026
Amsterdam,Rhodes,AMS,RHO,GR,170,235,0-3 flights,10,4/5/2018,11/6/2026
Paris,Rhodes,CDG,RHO,GR,170,215,0-1 flights,1,4/15/2018,10/15/2026
Liverpool,Rhodes,LPL,RHO,GR,170,265,0-1 flights,2,4/28/2018,10/15/2026
Newcastle,Rhodes,NCL,RHO,GR,180,260,0-1 flights,3,4/26/2018,10/15/2026
Kos,Rhodes,KGS,RHO,GR,180,30,0-1 flights,3,4/25/2022,10/15/2026
Leeds,Rhodes,LBA,RHO,GR,180,260,0-1 flights,3,5/1/2018,10/15/2026
Glasgow,Rhodes,GLA,RHO,GR,190,270,0-1 flights,3,5/2/2018,10/15/2026
Villafranca,Rhodes,VRN,RHO,GR,190,160,0-1 flights,1,5/19/2018,10/11/2025
Samos,Rhodes,SMI,RHO,GR,200,45,0-1 flights,2,10/16/2024,10/15/2026
Eindhoven,Rhodes,EIN,RHO,GR,210,230,0-2 flights,5,4/8/2018,11/5/2026
Dublin,Rhodes,DUB,RHO,GR,210,283,0-1 flights,2,5/23/2020,10/15/2026
Belfast,Rhodes,BFS,RHO,GR,230,290,0-1 flights,3,5/4/2018,4/9/2027
Riga,Rhodes,RIX,RHO,GR,230,210,0-1 flights,2,4/27/2018,10/15/2026
Tallinn-ulemiste International,Rhodes,TLL,RHO,GR,230,240,0-1 flights,2,5/1/2023,10/15/2026
Innsbruck,Rhodes,INN,RHO,GR,260,155,0-1 flights,1,5/13/2018,9/29/2026
Rotterdam,Rhodes,RTM,RHO,GR,260,235,0-1 flights,2,4/21/2020,9/28/2026
Luxemburg,Rhodes,LUX,RHO,GR,270,195,0-1 flights,2,4/22/2018,11/4/2026
London,Rhodes,LHR,RHO,GR,290,250,0-1 flights,1,7/4/2020,4/9/2027
Cork,Rhodes,ORK,RHO,GR,310,275,0-1 flights,2,6/1/2024,10/15/2026
Warsaw,Riga,WAW,RIX,LV,10,80,2-3 flights,19,7/20/2020,10/15/2026
Stockholm,Riga,ARN,RIX,LV,10,65,3-6 flights,34,9/17/2018,4/8/2027
Oslo,Riga,OSL,RIX,LV,10,90,2-4 flights,22,3/26/2023,4/5/2027
Gothenborg,Riga,GOT,RIX,LV,10,83,0-1 flights,3,8/3/2020,11/6/2026
Sandefjord,Riga,TRF,RIX,LV,20,105,0-1 flights,6,12/16/2021,11/6/2026
Krakow,Riga,KRK,RIX,LV,20,100,0-1 flights,3,0,11/6/2026
Vienna,Riga,VIE,RIX,LV,20,120,1-3 flights,14,10/27/2019,11/6/2026
Helsinki,Riga,HEL,RIX,LV,20,70,6-7 flights,47,0,11/1/2026
Berlin,Riga,BER,RIX,LV,20,95,1-2 flights,10,0,11/6/2026
London,Riga,STN,RIX,LV,30,175,1-2 flights,11,3/30/2025,4/9/2027
Memmingen,Riga,FMM,RIX,LV,30,140,0-1 flights,2,0,11/6/2026
Vilnius,Riga,VNO,RIX,LV,30,50,2-4 flights,24,0,10/31/2026
Gdansk,Riga,GDN,RIX,LV,30,80,0-1 flights,3,3/27/2018,11/6/2026
Tallinn-ulemiste International,Riga,TLL,RIX,LV,30,50,4 flights,28,0,10/31/2026
Bergamo,Riga,BGY,RIX,LV,40,165,0-1 flights,6,0,11/5/2026
Trondheim,Riga,TRD,RIX,LV,40,100,0-1 flights,2,4/1/2020,8/14/2026
Edinburgh,Riga,EDI,RIX,LV,40,160,0-1 flights,2,11/1/2018,11/6/2026
Prague,Riga,PRG,RIX,LV,40,110,0-2 flights,7,4/2/2019,11/5/2026
Charleroi,Riga,CRL,RIX,LV,40,145,0-1 flights,4,0,11/5/2026
Brussels,Riga,BRU,RIX,LV,40,140,1-2 flights,10,0,11/1/2026
Beauvais,Riga,BVA,RIX,LV,40,155,0-1 flights,2,0,11/4/2026
Tampere,Riga,TMP,RIX,LV,40,60,1-2 flights,13,10/26/2020,11/1/2026
Budapest,Riga,BUD,RIX,LV,50,115,0-1 flights,3,8/11/2020,10/31/2026
Copenhagen,Riga,CPH,RIX,LV,50,85,2-3 flights,20,9/1/2020,4/4/2027
Leeds,Riga,LBA,RIX,LV,50,155,0-1 flights,3,3/15/2023,11/6/2026
Gerona,Riga,GRO,RIX,LV,50,205,0-1 flights,2,3/25/2018,4/15/2026
Manchester,Riga,MAN,RIX,LV,50,160,0-1 flights,4,3/29/2020,11/6/2026
Treviso,Riga,TSF,RIX,LV,50,155,0-1 flights,2,0,11/6/2026
Dublin,Riga,DUB,RIX,LV,50,180,1-2 flights,9,12/16/2022,4/9/2027
East Midlands,Riga,EMA,RIX,LV,50,160,0-1 flights,2,0,11/6/2026
Billund,Riga,BLL,RIX,LV,60,95,0-1 flights,4,0,10/31/2026
Cologne,Riga,CGN,RIX,LV,60,125,0-1 flights,4,3/27/2023,10/15/2026
Barcelona,Riga,BCN,RIX,LV,60,220,0-2 flights,7,4/1/2019,11/6/2026
Turku,Riga,TKU,RIX,LV,60,60,0-1 flights,6,7/21/2020,11/1/2026
Rome,Riga,FCO,RIX,LV,70,180,0-2 flights,8,6/1/2020,10/31/2026
Paphos,Riga,PFO,RIX,LV,70,255,0-1 flights,2,3/27/2018,11/5/2026
Sofia,Riga,SOF,RIX,LV,80,150,0-1 flights,2,5/2/2024,10/15/2026
Malta,Riga,MLA,RIX,LV,80,215,0-2 flights,6,4/30/2018,11/6/2026
London,Riga,LGW,RIX,LV,80,160,1-2 flights,9,3/30/2025,11/1/2026
London,Riga,LHR,RIX,LV,90,168,0-1 flights,4,10/29/2023,4/4/2027
Duesseldorf,Riga,DUS,RIX,LV,90,125,0-1 flights,6,0,10/31/2026
Amsterdam,Riga,AMS,RIX,LV,90,130,3 flights,21,3/31/2022,11/4/2026
Alicante,Riga,ALC,RIX,LV,100,245,0-2 flights,4,2/27/2024,10/15/2026
Malaga,Riga,AGP,RIX,LV,100,265,0-2 flights,7,3/28/2018,11/3/2026
Tivat,Riga,TIV,RIX,LV,100,150,0-1 flights,2,5/4/2023,10/15/2026
Frankfurt,Riga,FRA,RIX,LV,110,130,2-3 flights,20,0,11/1/2026
Aberdeen,Riga,ABZ,RIX,LV,110,140,0-1 flights,1,5/1/2018,9/29/2026
Zurich,Riga,ZRH,RIX,LV,110,145,0-1 flights,6,0,11/6/2026
Ljubljana,Riga,LJU,RIX,LV,110,135,0-1 flights,2,4/25/2024,10/15/2026
Milano,Riga,MXP,RIX,LV,110,163,0-1 flights,4,5/1/2020,10/31/2026
Paris,Riga,CDG,RIX,LV,110,160,1-2 flights,10,0,11/1/2026
Bergen,Riga,BGO,RIX,LV,120,115,0-1 flights,2,6/17/2018,10/15/2026
Hamburg,Riga,HAM,RIX,LV,120,100,0-1 flights,6,0,11/1/2026
Larnaca,Riga,LCA,RIX,LV,130,250,0-1 flights,3,9/13/2020,10/31/2026
Munich,Riga,MUC,RIX,LV,130,130,1-2 flights,11,0,11/6/2026
Belgrade,Riga,BEG,RIX,LV,130,135,0-1 flights,2,5/16/2023,9/15/2026
Istanbul,Riga,IST,RIX,LV,140,195,3-5 flights,27,4/2/2023,10/15/2026
Athens,Riga,ATH,RIX,LV,140,195,0-1 flights,5,3/27/2018,11/2/2026
Bucharest,Riga,OTP,RIX,LV,140,145,0-1 flights,3,5/1/2023,11/1/2026
Pisa,Riga,PSA,RIX,LV,170,165,0-1 flights,2,3/28/2022,9/15/2026
Kerkyra/corfu,Riga,CFU,RIX,LV,170,175,0-1 flights,1,5/25/2018,10/15/2026
Chisinau,Riga,RMO,RIX,LV,170,145,0-1 flights,2,5/4/2024,10/15/2026
Nice,Riga,NCE,RIX,LV,180,175,0-2 flights,4,3/27/2018,9/15/2026
Catania,Riga,CTA,RIX,LV,190,200,0-1 flights,1,3/25/2018,11/2/2026
Thessaloniki,Riga,SKG,RIX,LV,190,170,0-1 flights,2,5/16/2018,10/15/2026
Madrid,Riga,MAD,RIX,LV,200,235,0-1 flights,2,3/25/2018,10/31/2026
Keflavik,Riga,KEF,RIX,LV,200,215,0-1 flights,3,5/26/2018,10/31/2026
Tirana,Riga,TIA,RIX,LV,200,160,0-1 flights,2,5/2/2024,10/15/2026
Valencia,Riga,VLC,RIX,LV,220,230,0-1 flights,2,3/27/2022,10/15/2026
Bourgas,Riga,BOJ,RIX,LV,240,160,0-2 flights,3,3/28/2018,9/8/2026
Porto,Riga,OPO,RIX,LV,240,240,0-1 flights,1,5/1/2023,10/15/2026
Naples,Riga,NAP,RIX,LV,240,175,0-1 flights,2,3/29/2022,10/15/2026
Geneva,Riga,GVA,RIX,LV,240,165,0-1 flights,1,10/31/2020,11/6/2026
Tbilisi,Riga,TBS,RIX,LV,240,265,0-1 flights,2,0,10/31/2026
Palma de Mallorca,Riga,PMI,RIX,LV,250,220,0-1 flights,1,5/6/2018,10/31/2026
Split,Riga,SPU,RIX,LV,260,155,0-1 flights,1,5/21/2018,10/9/2026
Lisbon,Riga,LIS,RIX,LV,260,270,0-1 flights,3,3/27/2018,11/6/2026
Olbia,Riga,OLB,RIX,LV,280,185,0-1 flights,2,5/19/2018,9/5/2026
Tenerife,Riga,TFS,RIX,LV,310,375,0-1 flights,1,3/15/2022,10/31/2026
Yerevan,Riga,EVN,RIX,LV,310,265,0-1 flights,3,5/4/2020,10/15/2026
Gran Canaria,Riga,LPA,RIX,LV,330,355,0-1 flights,2,11/1/2022,11/5/2026
Heraklion,Riga,HER,RIX,LV,350,215,0-1 flights,4,5/4/2018,10/15/2026
Kittila,Riga,KTT,RIX,LV,530,120,0-1 flights,1,12/17/2022,5/15/2026
Funchal,Riga,FNC,RIX,LV,780,335,0-1 flights,2,10/28/2024,5/15/2026
Charleroi,Rijeka,CRL,RJK,HR,20,105,0-1 flights,2,7/4/2019,9/28/2026
London,Rijeka,STN,RJK,HR,30,130,0-1 flights,2,6/3/2019,9/27/2025
Frankfurt,Rijeka,FRA,RJK,HR,40,80,0-1 flights,1,3/27/2018,10/15/2026
Hahn,Rijeka,HHN,RJK,HR,40,100,0-1 flights,2,8/1/2020,12/13/2025
Stockholm,Rijeka,ARN,RJK,HR,50,160,0-1 flights,2,3/27/2022,9/29/2026
Wroclaw,Rijeka,WRO,RJK,HR,60,90,0-1 flights,3,6/2/2025,9/29/2025
Stuttgart,Rijeka,STR,RJK,HR,70,75,0-1 flights,2,5/20/2018,9/20/2026
Eindhoven,Rijeka,EIN,RJK,HR,90,100,0-1 flights,2,7/5/2018,9/28/2025
Belgrade,Rijeka,BEG,RJK,HR,90,95,0-1 flights,2,6/4/2019,9/12/2026
Cologne,Rijeka,CGN,RJK,HR,100,95,0-1 flights,1,9/15/2018,9/19/2026
Duesseldorf,Rijeka,DUS,RJK,HR,100,95,0-1 flights,1,5/20/2018,10/15/2026
Hamburg,Rijeka,HAM,RJK,HR,100,105,0-1 flights,1,5/6/2018,10/15/2026
Split,Rijeka,SPU,RJK,HR,110,60,0-1 flights,2,0,11/2/2026
Munich,Rijeka,MUC,RJK,HR,120,65,0-1 flights,2,5/3/2018,4/3/2027
Zadar,Rijeka,ZAD,RJK,HR,150,45,0-1 flights,1,3/31/2024,8/15/2026
London,Rimini,STN,RMI,IT,20,135,0-1 flights,1,3/27/2018,4/15/2026
Cagliari,Rimini,CAG,RMI,IT,30,85,0-1 flights,2,5/3/2022,11/5/2026
Budapest,Rimini,BUD,RMI,IT,30,90,0-1 flights,6,5/3/2019,4/15/2026
Tirana,Rimini,TIA,RMI,IT,30,95,0-1 flights,3,0,11/2/2026
Vienna,Rimini,VIE,RMI,IT,30,80,0-1 flights,1,8/3/2020,9/29/2026
Kaunas,Rimini,KUN,RMI,IT,40,145,0-1 flights,3,3/29/2018,4/15/2026
Prague,Rimini,PRG,RMI,IT,40,95,0-1 flights,2,3/26/2023,10/15/2026
Palermo,Rimini,PMO,RMI,IT,50,85,0-1 flights,4,3/30/2022,10/15/2026
Krakow,Rimini,KRK,RMI,IT,60,105,0-1 flights,1,4/2/2019,10/15/2026
Mulhouse,Rimini,BSL,RMI,IT,60,80,0-1 flights,2,4/16/2025,8/16/2026
Luxemburg,Rimini,LUX,RMI,IT,150,95,0-1 flights,2,5/19/2018,9/15/2026
London,Rimini,LGW,RMI,IT,180,135,0-1 flights,2,4/16/2025,9/16/2026
London,Rimini,LHR,RMI,IT,260,150,0-1 flights,3,5/15/2025,9/26/2026
Madrid,Rio De Janeiro,MAD,GIG,BR,660,648,0-1 flights,4,3/28/2022,11/2/2026
Frankfurt,Rio De Janeiro,FRA,GIG,BR,670,705,0-1 flights,3,1/14/2025,10/15/2026
Lisbon,Rio De Janeiro,LIS,GIG,BR,680,595,1-2 flights,11,0,9/15/2026
Porto,Rio De Janeiro,OPO,GIG,BR,690,615,0-1 flights,2,8/2/2020,10/15/2026
Paris,Rio De Janeiro,CDG,GIG,BR,730,690,1-2 flights,10,0,10/15/2026
Amsterdam,Rio De Janeiro,AMS,GIG,BR,730,715,1 flight,7,0,4/3/2027
London,Rio De Janeiro,LHR,GIG,BR,740,700,1 flight,7,8/1/2020,4/9/2027
Rome,Rio De Janeiro,FCO,GIG,BR,750,720,1 flight,7,10/29/2023,4/3/2027
Rome,Riyadh,FCO,RUH,SA,50,315,1-3 flights,14,12/6/2022,4/4/2027
Vienna,Riyadh,VIE,RUH,SA,70,328,0-1 flights,3,9/15/2018,11/5/2026
Istanbul,Riyadh,IST,RUH,SA,110,245,8-10 flights,66,12/26/2018,10/15/2026
Istanbul,Riyadh,SAW,RUH,SA,120,250,2-3 flights,19,9/1/2020,10/15/2026
Baku,Riyadh,GYD,RUH,SA,170,180,0-2 flights,7,4/3/2019,10/15/2026
Bodrum,Riyadh,BJV,RUH,SA,210,215,0-1 flights,2,6/3/2023,10/25/2025
Tbilisi,Riyadh,TBS,RUH,SA,220,193,0-1 flights,5,4/3/2019,3/26/2026
Trabzon,Riyadh,TZX,RUH,SA,260,195,1 flight,7,3/27/2018,10/25/2025
Sarajevo,Riyadh,SJJ,RUH,SA,260,250,2-3 flights,16,6/2/2019,10/15/2026
Athens,Riyadh,ATH,RUH,SA,280,225,0-1 flights,6,6/3/2018,11/6/2026
Geneva,Riyadh,GVA,RUH,SA,370,345,0-1 flights,3,6/24/2025,4/4/2027
Warsaw,Riyadh,WAW,RUH,SA,430,340,0-1 flights,3,6/4/2024,10/15/2026
Paris,Riyadh,CDG,RUH,SA,500,370,1-2 flights,10,9/12/2020,4/3/2027
Amsterdam,Riyadh,AMS,RUH,SA,540,370,0-1 flights,6,12/17/2021,10/31/2027
Frankfurt,Riyadh,FRA,RUH,SA,550,348,1-2 flights,10,3/28/2021,4/4/2027
London,Riyadh,LHR,RUH,SA,560,390,4-6 flights,36,8/1/2020,4/3/2027
Zurich,Riyadh,ZRH,RUH,SA,570,350,0-1 flights,3,0,4/4/2027
Munich,Riyadh,MUC,RUH,SA,580,360,0-1 flights,3,3/26/2018,4/4/2027
Istanbul,Rize,IST,RZV,TR,20,115,4-7 flights,39,0,10/15/2026
Ankara,Rize,ESB,RZV,TR,50,80,2 flights,14,0,9/15/2026
Istanbul,Rize,SAW,RZV,TR,60,110,3-4 flights,27,0,10/15/2026
Izmir,Rize,ADB,RZV,TR,100,115,0-1 flights,4,0,3/31/2026
London,Rodez,STN,RDZ,FR,10,110,0-1 flights,2,6/2/2019,9/28/2025
Charleroi,Rodez,CRL,RDZ,FR,20,95,0-1 flights,1,3/26/2018,10/15/2026
Dublin,Rodez,DUB,RDZ,FR,40,130,0-1 flights,1,6/1/2018,9/28/2026
Paris,Rodez,ORY,RDZ,FR,110,75,0-2 flights,11,1/20/2022,10/15/2026
Trondheim,Roervik,TRD,RVK,NO,100,40,0-2 flights,12,0,9/15/2026
Catania,Rome,CTA,FCO,IT,10,85,11-14 flights,88,3/26/2023,4/9/2027
Vienna,Rome,VIE,FCO,IT,10,95,3-6 flights,32,6/14/2018,4/9/2027
Tirana,Rome,TIA,FCO,IT,10,85,1-2 flights,10,3/29/2020,4/4/2027
Marseille,Rome,MRS,FCO,IT,20,85,0-3 flights,9,3/25/2018,4/9/2027
Zadar,Rome,ZAD,FCO,IT,20,85,0-1 flights,2,6/23/2018,4/15/2026
Nice,Rome,NCE,FCO,IT,20,75,5-6 flights,38,6/15/2022,4/9/2027
Podgorica,Rome,TGD,FCO,IT,20,80,0-1 flights,3,5/1/2020,4/9/2026
Palermo,Rome,PMO,FCO,IT,20,70,12-14 flights,91,6/1/2023,4/9/2027
Cagliari,Rome,CAG,FCO,IT,20,70,9-10 flights,64,10/27/2024,10/31/2026
Brindisi,Rome,BDS,FCO,IT,20,75,3-4 flights,24,0,4/9/2027
Split,Rome,SPU,FCO,IT,20,60,1 flight,7,3/27/2018,4/9/2027
Lyon,Rome,LYS,FCO,IT,20,95,2-3 flights,15,12/16/2018,4/9/2027
London,Rome,STN,CIA,IT,20,145,4-5 flights,30,10/29/2025,4/9/2027
Bari,Rome,BRI,FCO,IT,20,70,5-7 flights,40,0,4/9/2027
Zagreb,Rome,ZAG,FCO,IT,30,85,0-2 flights,7,0,11/6/2026
Cologne,Rome,CGN,FCO,IT,30,120,1-2 flights,12,8/1/2020,11/6/2026
Billund,Rome,BLL,FCO,IT,30,150,0-1 flights,1,3/28/2023,10/15/2026
Menorca,Rome,MAH,FCO,IT,30,95,0-1 flights,1,6/21/2018,9/29/2026
Kos,Rome,KGS,FCO,IT,30,155,0-1 flights,2,6/24/2018,9/28/2026
Tirana,Rome,TIA,CIA,IT,30,85,2 flights,14,10/31/2023,4/9/2027
East Midlands,Rome,EMA,CIA,IT,30,155,0-1 flights,3,3/25/2018,4/15/2026
Sofia,Rome,SOF,CIA,IT,30,105,1-2 flights,9,3/30/2025,11/6/2026
Madrid,Rome,MAD,FCO,IT,30,145,13-17 flights,102,12/15/2019,4/9/2027
Memmingen,Rome,FMM,FCO,IT,30,95,0-2 flights,4,9/5/2023,11/6/2026
Alicante,Rome,ALC,FCO,IT,30,130,0-2 flights,9,7/31/2020,11/6/2026
Cagliari,Rome,CAG,CIA,IT,30,65,0-2 flights,7,0,4/9/2027
Athens,Rome,ATH,FCO,IT,30,130,8-9 flights,59,0,4/9/2027
Prague,Rome,PRG,CIA,IT,30,110,1-3 flights,15,10/27/2024,11/6/2026
Katowice,Rome,KTW,FCO,IT,30,125,0-2 flights,8,3/31/2024,11/6/2026
Ibiza,Rome,IBZ,FCO,IT,30,110,0-1 flights,5,3/25/2018,4/9/2027
Paphos,Rome,PFO,FCO,IT,30,180,0-1 flights,2,10/28/2024,11/5/2026
Aviles,Rome,OVD,FCO,IT,30,160,0-1 flights,2,11/4/2022,11/5/2026
Belgrade,Rome,BEG,FCO,IT,30,100,1-3 flights,13,10/31/2022,11/6/2026
Toulouse,Rome,TLS,FCO,IT,30,115,0-1 flights,4,3/15/2019,11/5/2026
Palma de Mallorca,Rome,PMI,FCO,IT,30,105,0-1 flights,3,4/7/2018,4/9/2027
Malta,Rome,MLA,FCO,IT,30,95,3-5 flights,27,3/25/2018,4/9/2027
Brussels,Rome,BRU,FCO,IT,30,130,6-9 flights,51,3/30/2025,4/9/2027
Valencia,Rome,VLC,FCO,IT,30,125,3-6 flights,32,3/26/2018,4/9/2027
Bratislava,Rome,BTS,CIA,IT,30,100,0-1 flights,5,8/17/2020,11/5/2026
Heraklion,Rome,HER,FCO,IT,30,150,0-1 flights,1,6/23/2018,9/5/2026
Skopje,Rome,SKP,FCO,IT,30,110,0-1 flights,3,12/7/2022,11/2/2026
Preveza,Rome,PVK,FCO,IT,30,105,0-1 flights,1,6/23/2018,9/29/2026
Keffallinia,Rome,EFL,FCO,IT,30,105,0-1 flights,1,6/21/2018,9/30/2026
Malaga,Rome,AGP,FCO,IT,30,155,2-4 flights,20,9/11/2020,4/9/2027
Trapani,Rome,TPS,FCO,IT,30,70,0-1 flights,2,3/25/2018,11/6/2026
Berlin,Rome,BER,FCO,IT,30,130,2-4 flights,24,11/1/2020,4/9/2027
Beauvais,Rome,BVA,FCO,IT,30,130,1-2 flights,12,10/30/2022,4/9/2027
Charleroi,Rome,CRL,CIA,IT,30,130,2-3 flights,16,10/30/2022,4/9/2027
Bucharest,Rome,OTP,FCO,IT,30,140,1-4 flights,19,3/1/2022,11/6/2026
Budapest,Rome,BUD,CIA,IT,30,100,2-3 flights,16,0,4/9/2027
Barcelona,Rome,BCN,FCO,IT,30,110,12-16 flights,95,0,4/9/2027
Lille,Rome,LIL,FCO,IT,30,135,0-1 flights,1,9/15/2022,2/24/2026
Dubrovnik,Rome,DBV,FCO,IT,30,75,0-1 flights,3,3/31/2018,4/9/2027
Strasbourg,Rome,SXB,FCO,IT,30,100,0-1 flights,2,12/15/2022,10/15/2026
Comiso,Rome,CIY,FCO,IT,30,75,2 flights,14,3/25/2018,11/6/2026
Bordeaux,Rome,BOD,FCO,IT,30,125,0-3 flights,13,3/15/2019,10/15/2026
Budapest,Rome,BUD,FCO,IT,30,110,2 flights,14,0,11/6/2026
Kerkyra/corfu,Rome,CFU,FCO,IT,40,95,0-1 flights,2,3/27/2018,10/15/2026
Krakow,Rome,KRK,FCO,IT,40,130,1-2 flights,9,8/1/2019,11/4/2026
Sarajevo,Rome,SJJ,FCO,IT,40,90,0-1 flights,3,10/29/2024,11/4/2026
Paris,Rome,ORY,FCO,IT,40,125,8-12 flights,70,10/29/2023,4/9/2027
Larnaca,Rome,LCA,FCO,IT,40,210,0-2 flights,6,5/2/2018,11/1/2026
Stockholm,Rome,ARN,FCO,IT,40,190,1-4 flights,19,12/19/2017,4/4/2027
Sofia,Rome,SOF,FCO,IT,40,115,1 flight,7,3/31/2019,4/5/2027
Mulhouse,Rome,BSL,FCO,IT,40,95,1 flight,7,9/6/2022,4/8/2027
Santander,Rome,SDR,FCO,IT,40,138,0-1 flights,4,0,11/6/2026
Gothenborg,Rome,GOT,FCO,IT,40,175,0-1 flights,3,9/16/2018,11/6/2026
Bucharest,Rome,OTP,CIA,IT,40,125,1-2 flights,12,0,4/9/2027
Thira,Rome,JTR,FCO,IT,40,145,0-1 flights,1,3/27/2018,10/15/2026
Charleroi,Rome,CRL,FCO,IT,40,125,0-1 flights,1,3/27/2022,10/15/2026
Copenhagen,Rome,CPH,FCO,IT,40,155,4-5 flights,34,5/17/2018,4/5/2027
Marseille,Rome,MRS,CIA,IT,40,95,1-2 flights,9,10/28/2018,3/28/2026
London,Rome,LGW,FCO,IT,40,150,2-3 flights,18,10/25/2020,4/9/2027
Faro,Rome,FAO,FCO,IT,40,170,0-1 flights,1,4/3/2024,10/15/2026
Prague,Rome,PRG,FCO,IT,40,115,1-3 flights,16,3/27/2022,4/9/2027
Liverpool,Rome,LPL,CIA,IT,40,160,0-1 flights,4,10/30/2022,10/15/2026
Sevilla,Rome,SVQ,FCO,IT,40,165,1-4 flights,20,3/25/2018,11/6/2026
Eindhoven,Rome,EIN,FCO,IT,40,130,1-2 flights,9,10/29/2023,4/9/2027
Timisoara,Rome,TSR,FCO,IT,40,110,0-1 flights,3,7/21/2020,11/2/2026
Rhodos,Rome,RHO,FCO,IT,40,160,0-1 flights,1,6/2/2018,4/15/2026
Hahn,Rome,HHN,FCO,IT,50,120,0-1 flights,1,10/30/2022,11/6/2026
Frankfurt,Rome,FRA,FCO,IT,50,110,9-10 flights,69,6/18/2022,4/3/2027
Cork,Rome,ORK,FCO,IT,50,175,0-1 flights,1,10/31/2022,4/15/2026
Olbia,Rome,OLB,FCO,IT,50,60,4 flights,28,12/13/2019,10/31/2026
Iasi,Rome,IAS,FCO,IT,50,150,0-1 flights,5,3/29/2020,9/15/2026
Lisbon,Rome,LIS,FCO,IT,50,175,7-8 flights,53,3/31/2024,4/9/2027
Krakow,Rome,KRK,CIA,IT,50,120,1-2 flights,13,0,4/9/2027
Brest,Rome,BES,FCO,IT,50,150,0-1 flights,2,4/18/2024,10/15/2026
Zakynthos,Rome,ZTH,FCO,IT,50,120,0-1 flights,1,6/2/2018,9/25/2026
Gran Canaria,Rome,LPA,FCO,IT,50,275,0-1 flights,4,3/29/2022,4/9/2027
Olbia,Rome,OLB,CIA,IT,50,55,1 flight,7,6/20/2022,9/5/2026
Geneva,Rome,GVA,FCO,IT,50,90,2-4 flights,23,12/12/2018,4/7/2027
Mykonos,Rome,JMK,FCO,IT,50,138,1-2 flights,12,3/31/2018,9/5/2026
Porto,Rome,OPO,FCO,IT,50,180,1-2 flights,13,10/30/2023,11/6/2026
Manchester,Rome,MAN,CIA,IT,50,165,1-2 flights,13,10/30/2024,4/9/2027
Zaragoza,Rome,ZAZ,FCO,IT,50,120,0-1 flights,4,4/1/2025,10/15/2026
Dublin,Rome,DUB,FCO,IT,50,185,4-5 flights,34,10/30/2022,4/9/2027
Luxemburg,Rome,LUX,FCO,IT,50,110,1-2 flights,10,7/25/2023,11/6/2026
Poznan,Rome,POZ,FCO,IT,50,135,0-1 flights,4,10/30/2023,8/15/2026
Warsaw,Rome,WMI,CIA,IT,50,135,0-2 flights,7,0,4/9/2027
Duesseldorf,Rome,DUS,FCO,IT,50,125,2-3 flights,15,3/23/2025,10/15/2026
Wroclaw,Rome,WRO,CIA,IT,50,120,1 flight,7,8/1/2020,11/5/2026
Gdansk,Rome,GDN,FCO,IT,50,160,0-1 flights,3,9/17/2023,10/31/2026
